species,elevation,soil_type,sepal_length,sepal_width,petal_length,petal_width,sepal_area,petal_area,sepal_aspect_ratio,petal_aspect_ratio,sepal_to_petal_length_ratio,sepal_to_petal_width_ratio,sepal_petal_length_diff,sepal_petal_width_diff,petal_curvature_mm,petal_texture_trichomes_per_mm2,leaf_area_cm2,sepal_area_sqrt,petal_area_sqrt,area_ratios
1,284.7,sandy,6.52,2.4,4.18,1.41,15.647999999999998,5.8938,2.716666666666667,2.964539007092198,1.559808612440191,1.702127659574468,2.34,0.99,7.83,15.13,62.0,3.955755300824357,2.427714975033107,2.654993382876921
2,83.1,clay,7.06,4.21,5.82,1.82,29.7226,10.5924,1.676959619952494,3.197802197802198,1.2130584192439862,2.313186813186813,1.239999999999999,2.39,12.25,10.66,74.3,5.451843724832911,3.2545967492148704,2.806030739020429
1,68.2,loamy,6.08,2.34,4.45,1.43,14.2272,6.3635,2.5982905982905984,3.111888111888112,1.3662921348314607,1.6363636363636362,1.63,0.91,6.96,13.29,63.12,3.7718960749204102,2.5225978672788893,2.2357507660878446
1,54.9,loamy,6.2,2.92,4.89,1.36,18.104,6.6504,2.1232876712328768,3.5955882352941173,1.2678936605316975,2.147058823529412,1.3100000000000005,1.5599999999999998,7.6,15.88,52.27,4.254879551761718,2.578836947152728,2.722242271141585
0,144.7,clay,5.43,3.83,1.59,0.38,20.7969,0.6042000000000001,1.4177545691906004,4.184210526315789,3.415094339622641,10.078947368421051,3.84,3.45,4.58,18.94,54.0,4.560361827750074,0.777303029712351,34.420556107249254
0,66.2,clay,5.47,3.24,1.76,0.45,17.7228,0.792,1.688271604938271,3.911111111111111,3.1079545454545454,7.2,3.71,2.79,5.19,21.64,49.26,4.20984560286954,0.8899438184514796,22.377272727272725
0,130.1,clay,5.74,4.65,1.41,0.35,26.691000000000003,0.4934999999999999,1.2344086021505376,4.0285714285714285,4.070921985815604,13.285714285714288,4.33,4.300000000000001,5.2,21.71,41.05,5.166333322579952,0.7024955515873392,54.085106382978736
1,223.5,clay,6.08,2.66,4.33,1.42,16.172800000000002,6.1486,2.2857142857142856,3.0492957746478875,1.4041570438799076,1.8732394366197185,1.75,1.2400000000000002,6.26,13.12,60.66,4.021541992818178,2.47963707021814,2.630322349803208
1,104.4,sandy,6.51,2.32,4.58,1.06,15.1032,4.8548,2.806034482758621,4.320754716981132,1.4213973799126638,2.188679245283019,1.93,1.2599999999999998,7.75,16.29,64.42,3.8862835717430606,2.203361068912674,3.110982944714509
0,228.4,clay,5.25,3.17,1.7,0.34,16.6425,0.5780000000000001,1.6561514195583598,4.999999999999999,3.088235294117647,9.323529411764705,3.55,2.83,4.71,19.3,51.7,4.07952203082665,0.7602631123499285,28.793252595155703
2,212.0,clay,6.19,3.37,5.25,2.5,20.8603,13.125,1.8367952522255195,2.1,1.1790476190476191,1.348,0.9400000000000004,0.8700000000000001,12.47,8.35,80.45,4.567307740890688,3.62284418654736,1.5893561904761906
2,203.9,clay,6.81,3.1,5.22,1.91,21.111,9.970199999999998,2.196774193548387,2.7329842931937174,1.3045977011494252,1.6230366492146595,1.59,1.1900000000000002,11.34,8.78,76.1,4.594670826076663,3.1575623509283237,2.1174098814467115
1,103.8,clay,6.65,3.14,4.95,1.15,20.881,5.6925,2.1178343949044587,4.304347826086957,1.3434343434343434,2.730434782608696,1.7000000000000002,1.99,5.73,15.22,68.85,4.56957328423563,2.3858960580880297,3.668159859464208
2,82.8,clay,6.73,2.99,6.62,1.8,20.1227,11.916,2.250836120401338,3.6777777777777776,1.0166163141993958,1.6611111111111112,0.1100000000000003,1.1900000000000002,12.73,8.88,70.27,4.485833255929159,3.4519559672742064,1.6887126552534408
1,102.9,sandy,7.52,2.31,4.35,0.98,17.371199999999998,4.263,3.2554112554112558,4.438775510204081,1.728735632183908,2.357142857142857,3.17,1.33,7.88,18.21,60.64,4.167877157498767,2.064703368525368,4.07487684729064
0,257.6,sandy,5.29,2.81,1.46,0.44,14.8649,0.6424,1.8825622775800712,3.318181818181818,3.6232876712328768,6.386363636363637,3.83,2.37,5.41,18.63,57.32,3.855502561275249,0.8014985963805551,23.13963262764633
0,116.3,loamy,5.37,3.01,1.2,0.31,16.1637,0.372,1.7840531561461797,3.870967741935484,4.4750000000000005,9.709677419354838,4.17,2.7,4.04,25.35,50.84,4.020410426809681,0.6099180272790763,43.4508064516129
1,143.0,loamy,5.74,2.66,5.1,1.27,15.268400000000002,6.476999999999999,2.1578947368421053,4.015748031496063,1.1254901960784316,2.0944881889763782,0.6400000000000006,1.39,7.41,14.69,61.57,3.907480006346802,2.5449950884039048,2.3573259224949825
1,120.1,clay,5.7,3.72,5.61,1.49,21.204,8.3589,1.532258064516129,3.76510067114094,1.0160427807486632,2.4966442953020134,0.0899999999999998,2.2300000000000004,9.88,16.4,65.96,4.604780125043974,2.891176231224932,2.536697412338944
0,212.7,sandy,4.25,3.37,1.39,0.26,14.3225,0.3614,1.261127596439169,5.346153846153846,3.0575539568345325,12.961538461538462,2.8600000000000003,3.1100000000000003,4.57,19.82,38.9,3.784507894033252,0.6011655346075655,39.6306032097399
0,287.7,sandy,5.44,3.18,1.46,0.23,17.299200000000003,0.3358,1.7106918238993711,6.3478260869565215,3.726027397260274,13.826086956521738,3.98,2.95,5.19,22.58,53.73,4.159230698097907,0.5794825277780168,51.51637879690293
1,71.7,sandy,6.78,2.39,4.11,0.92,16.2042,3.781200000000001,2.8368200836820083,4.467391304347826,1.6496350364963503,2.597826086956522,2.67,1.4700000000000002,7.41,13.99,55.67,4.025444074881677,1.944530791733574,4.2854649317676925
2,59.4,sandy,7.88,1.93,5.14,1.56,15.2084,8.0184,4.082901554404145,3.2948717948717947,1.5330739299610896,1.237179487179487,2.74,0.3699999999999999,9.34,10.49,69.26,3.8997948664000255,2.831677947789967,1.8966876184775017
2,168.4,loamy,5.98,3.26,4.88,2.37,19.4948,11.5656,1.8343558282208592,2.0590717299578056,1.225409836065574,1.3755274261603374,1.1000000000000003,0.8899999999999997,9.38,10.68,79.7,4.415291609848663,3.4008234297005187,1.68558483779484
0,206.3,clay,4.55,4.0,1.83,0.37,18.2,0.6771,1.1375,4.9459459459459465,2.4863387978142075,10.81081081081081,2.72,3.63,6.36,17.85,46.84,4.266145801540309,0.8228608630868284,26.87933835474819
2,198.1,clay,6.69,3.01,4.6,1.72,20.1369,7.911999999999999,2.2225913621262463,2.6744186046511627,1.454347826086957,1.75,2.0900000000000007,1.2899999999999998,8.99,10.52,75.79,4.487415737370452,2.812827758679866,2.5451086956521745
2,195.2,clay,6.55,3.11,4.58,2.42,20.3705,11.0836,2.1061093247588425,1.8925619834710743,1.430131004366812,1.2851239669421488,1.97,0.69,10.47,11.67,67.96,4.513369029893301,3.3292041090927422,1.837895629578837
2,283.4,loamy,6.42,2.75,5.23,2.5,17.655,13.075,2.3345454545454545,2.092,1.2275334608030593,1.1,1.1899999999999995,0.25,13.89,8.75,68.77,4.201785334830898,3.615936946352909,1.350286806883365
1,184.2,clay,5.6,3.02,4.11,1.58,16.912,6.493800000000001,1.854304635761589,2.6012658227848102,1.362530413625304,1.9113924050632911,1.489999999999999,1.44,8.51,14.55,56.92,4.11242021199196,2.5482935466700067,2.60433028427115
0,187.4,loamy,5.1,2.76,1.67,0.34,14.076,0.5678,1.8478260869565215,4.911764705882352,3.053892215568862,8.117647058823529,3.43,2.42,5.27,15.23,49.73,3.751799568207236,0.7535250493513802,24.790419161676645
1,156.1,sandy,5.72,2.23,3.95,1.27,12.7556,5.016500000000001,2.5650224215246635,3.110236220472441,1.4481012658227848,1.7559055118110236,1.7699999999999996,0.96,8.18,15.03,65.98,3.571498285033888,2.239754450827144,2.542728994318748
0,80.1,loamy,4.74,3.75,1.89,0.22,17.775000000000002,0.4158,1.264,8.59090909090909,2.5079365079365084,17.045454545454547,2.8500000000000005,3.53,6.69,16.64,49.54,4.216040796766559,0.6448255578061403,42.74891774891776
2,161.1,clay,6.91,3.3,6.77,2.6,22.803,17.602,2.093939393939394,2.603846153846153,1.020679468242245,1.2692307692307692,0.1400000000000005,0.6999999999999997,13.14,11.55,64.37,4.77524868462366,4.195473751556551,1.2954777866151574
2,170.8,sandy,7.11,3.21,5.45,1.59,22.8231,8.665500000000002,2.2149532710280373,3.4276729559748427,1.3045871559633029,2.0188679245283017,1.66,1.62,13.78,12.36,65.92,4.77735282347871,2.9437221336260664,2.633789163925913
0,110.1,sandy,5.39,3.07,1.68,0.27,16.5473,0.4536,1.755700325732899,6.222222222222221,3.208333333333333,11.370370370370368,3.71,2.8,4.99,15.65,57.6,4.067837263214939,0.6734983296193094,36.47993827160494
0,84.0,clay,5.68,3.66,1.62,0.36,20.7888,0.5832,1.5519125683060109,4.500000000000001,3.5061728395061724,10.166666666666668,4.06,3.3000000000000003,4.34,20.93,47.31,4.559473653833302,0.7636753236814714,35.646090534979415
2,217.3,clay,5.46,2.79,5.04,2.19,15.2334,11.0376,1.956989247311828,2.3013698630136985,1.0833333333333333,1.273972602739726,0.4199999999999999,0.6000000000000001,11.26,5.92,65.65,3.902998847040568,3.3222883679777104,1.38013698630137
0,259.0,clay,4.97,3.63,1.56,0.27,18.0411,0.4212,1.3691460055096418,5.777777777777778,3.185897435897436,13.444444444444445,3.41,3.36,5.02,19.36,42.58,4.247481606787721,0.6489992295835181,42.83262108262108
0,128.6,loamy,5.2,3.71,1.66,0.36,19.292,0.5975999999999999,1.4016172506738545,4.611111111111111,3.132530120481928,10.305555555555555,3.54,3.35,4.99,24.76,43.28,4.392265930018355,0.7730459236035074,32.28246318607765
0,85.5,sandy,5.3,2.59,1.58,0.16,13.727,0.2528,2.0463320463320462,9.875,3.354430379746835,16.1875,3.72,2.43,4.95,16.42,39.78,3.704996626179301,0.5027922035990614,54.299841772151886
2,97.6,sandy,7.03,2.28,5.8,0.93,16.028399999999998,5.394,3.083333333333334,6.236559139784946,1.2120689655172414,2.451612903225806,1.2300000000000004,1.3499999999999996,12.94,9.27,64.16,4.00354842608404,2.3224986544667794,2.971523915461624
0,211.9,sandy,5.15,2.51,1.33,0.2,12.9265,0.266,2.05179282868526,6.65,3.87218045112782,12.55,3.82,2.31,5.63,15.7,46.85,3.5953442116159056,0.5157518783291051,48.595864661654126
2,55.9,sandy,5.42,2.78,6.13,1.68,15.0676,10.2984,1.9496402877697845,3.648809523809524,0.8841761827079935,1.6547619047619049,-0.71,1.1,11.34,10.34,68.97,3.8817006582167046,3.209112026713932,1.4631010642429891
2,50.9,loamy,6.83,2.75,5.65,2.09,18.7825,11.8085,2.483636363636364,2.703349282296651,1.208849557522124,1.3157894736842106,1.1799999999999995,0.6600000000000001,9.25,12.26,75.48,4.333878170876519,3.4363498075719825,1.590591523055426
1,125.4,clay,6.23,3.03,3.93,1.53,18.8769,6.0129,2.0561056105610565,2.5686274509803924,1.5852417302798982,1.980392156862745,2.3000000000000003,1.4999999999999998,6.32,12.74,54.5,4.344755459171436,2.452121530430333,3.139400289377837
1,266.1,clay,6.32,3.63,4.57,1.23,22.9416,5.6211,1.741046831955923,3.715447154471545,1.3829321663019694,2.951219512195122,1.75,2.4,8.07,17.18,66.35,4.7897390325569935,2.3708859103719013,4.081336393232641
2,224.5,sandy,7.71,2.04,5.36,1.7,15.7284,9.112,3.779411764705882,3.1529411764705886,1.4384328358208955,1.2,2.35,0.3400000000000001,13.22,16.19,72.62,3.965904688718578,3.018608951156145,1.7261194029850746
2,165.2,loamy,6.82,2.12,5.25,1.77,14.4584,9.2925,3.2169811320754715,2.9661016949152543,1.299047619047619,1.1977401129943503,1.5700000000000005,0.3500000000000001,9.83,10.92,80.58,3.802420281873113,3.0483602149352365,1.5559214420231369
2,162.2,loamy,6.34,2.84,6.15,2.22,18.005599999999998,13.653000000000002,2.232394366197183,2.77027027027027,1.0308943089430893,1.279279279279279,0.1899999999999995,0.6199999999999997,13.44,10.58,72.82,4.243300602125661,3.694996617048519,1.3188017285578255
0,179.6,clay,5.21,3.73,1.61,0.3,19.4333,0.483,1.3967828418230563,5.366666666666667,3.2360248447204967,12.433333333333334,3.6,3.43,5.28,15.7,43.41,4.408321676103049,0.6949820141557621,40.23457556935818
1,290.4,clay,5.5,2.75,4.4,1.35,15.125,5.940000000000001,2.0,3.2592592592592595,1.25,2.0370370370370368,1.0999999999999996,1.4,7.64,15.01,69.05,3.8890872965260113,2.4372115213907883,2.546296296296296
0,99.8,clay,5.1,3.73,1.49,0.29,19.023,0.4321,1.3672922252010722,5.137931034482759,3.4228187919463084,12.862068965517242,3.61,3.44,5.11,18.94,49.51,4.361536426535952,0.6573431371817918,44.02453135848183
0,54.5,clay,5.48,3.63,1.43,0.38,19.8924,0.5434,1.509641873278237,3.763157894736842,3.832167832167833,9.552631578947368,4.050000000000001,3.25,5.17,18.33,49.74,4.460089685196925,0.7371566997592846,36.60728744939272
0,190.4,sandy,5.05,3.49,1.37,0.25,17.6245,0.3425,1.446991404011461,5.48,3.686131386861313,13.96,3.68,3.24,4.85,18.73,52.36,4.1981543563809085,0.5852349955359812,51.45839416058394
1,133.0,sandy,5.94,2.12,3.52,1.28,12.592800000000002,4.5056,2.80188679245283,2.75,1.6875,1.65625,2.4200000000000004,0.8400000000000001,8.87,12.63,52.08,3.548633539829099,2.122639865827456,2.7949218750000004
1,71.2,sandy,6.59,2.43,3.98,0.98,16.0137,3.9004,2.7119341563786006,4.061224489795919,1.6557788944723617,2.479591836734694,2.61,1.4500000000000002,7.56,15.8,62.42,4.001712133574828,1.974943037153224,4.105655830171265
2,286.5,sandy,5.99,2.74,4.72,2.14,16.4126,10.1008,2.1861313868613137,2.205607476635514,1.2690677966101696,1.280373831775701,1.2700000000000005,0.6000000000000001,10.44,10.24,77.68,4.05124672168951,3.1781755772770013,1.6248811975289088
0,102.3,loamy,5.88,3.26,1.39,0.44,19.1688,0.6115999999999999,1.803680981595092,3.1590909090909087,4.23021582733813,7.409090909090908,4.49,2.82,5.94,19.34,48.23,4.378218815911329,0.782048591840686,31.34205362982341
1,118.8,sandy,5.72,2.31,4.79,0.83,13.2132,3.9757,2.476190476190476,5.771084337349398,1.1941544885177453,2.7831325301204823,0.9299999999999996,1.48,8.26,15.97,66.51,3.634996561208828,1.9939157454616785,3.323490202983123
2,71.4,sandy,6.92,2.38,6.15,1.61,16.4696,9.9015,2.907563025210084,3.8198757763975153,1.12520325203252,1.4782608695652173,0.7699999999999996,0.7699999999999998,11.83,5.49,73.09,4.058275495823319,3.1466649011294483,1.663343937787204
0,249.6,clay,5.17,3.61,1.49,0.48,18.6637,0.7152,1.4321329639889198,3.104166666666667,3.469798657718121,7.520833333333333,3.68,3.13,4.85,19.45,45.19,4.320150460342788,0.845694980474639,26.0957774049217
1,219.3,clay,5.38,2.73,3.64,1.14,14.6874,4.1496,1.9706959706959704,3.1929824561403515,1.478021978021978,2.3947368421052637,1.7399999999999998,1.59,6.07,14.63,52.23,3.8324143826053048,2.037056700241797,3.539473684210527
0,244.0,clay,4.68,4.09,1.12,0.24,19.1412,0.2688,1.1442542787286063,4.666666666666667,4.178571428571428,17.041666666666668,3.56,3.85,4.94,22.01,39.56,4.3750657137921936,0.5184592558726289,71.20982142857142
1,260.4,clay,6.37,3.14,4.06,1.26,20.0018,5.1156,2.0286624203821657,3.222222222222222,1.5689655172413794,2.492063492063492,2.3100000000000005,1.88,8.23,14.36,52.01,4.47233719658972,2.261769218996492,3.9099616858237543
2,87.7,clay,6.69,3.26,6.54,1.85,21.8094,12.099,2.052147239263804,3.535135135135135,1.0229357798165135,1.762162162162162,0.1500000000000003,1.4099999999999997,11.84,8.35,71.08,4.670053532883751,3.478361683321618,1.8025787255145052
1,293.8,clay,4.92,3.14,3.43,1.57,15.4488,5.3851,1.5668789808917196,2.1847133757961785,1.434402332361516,2.0,1.4899999999999998,1.57,8.63,15.53,60.86,3.930496151887189,2.320581823595109,2.868804664723032
2,127.5,clay,6.16,3.44,6.0,1.8,21.1904,10.8,1.7906976744186047,3.333333333333333,1.0266666666666666,1.911111111111111,0.1600000000000001,1.64,10.55,12.44,77.98,4.6033031618610565,3.286335345030997,1.962074074074074
2,203.4,sandy,7.09,2.23,5.22,1.76,15.8107,9.1872,3.179372197309417,2.965909090909091,1.3582375478927204,1.2670454545454546,1.87,0.47,12.61,12.45,46.69,3.97626709364449,3.031039425675621,1.7209487112504354
1,231.4,clay,6.58,3.36,3.96,1.35,22.1088,5.346,1.9583333333333333,2.933333333333333,1.6616161616161615,2.4888888888888885,2.62,2.01,6.77,14.63,65.52,4.701999574649066,2.312141864159724,4.135578002244668
2,165.5,clay,6.49,2.62,5.12,1.98,17.003800000000002,10.1376,2.477099236641221,2.585858585858586,1.267578125,1.323232323232323,1.37,0.6400000000000001,10.9,12.33,69.64,4.123566417556531,3.183959798741184,1.6773003472222223
0,150.2,clay,5.18,3.11,1.56,0.33,16.1098,0.5148,1.6655948553054662,4.727272727272728,3.3205128205128203,9.424242424242424,3.62,2.78,5.37,22.1,59.84,4.0137015334974775,0.717495644586084,31.29331779331779
1,152.0,clay,5.93,3.1,4.38,1.13,18.383,4.9494,1.912903225806452,3.8761061946902657,1.3538812785388128,2.743362831858408,1.5499999999999998,1.97,8.0,14.93,58.6,4.287540087276152,2.224724702069899,3.7141875782923184
0,92.0,loamy,4.08,3.03,1.29,0.29,12.3624,0.3741,1.3465346534653466,4.448275862068966,3.1627906976744184,10.448275862068966,2.79,2.74,4.17,22.59,53.69,3.516020477756067,0.6116371473349211,33.04570970328789
1,134.5,clay,6.72,2.94,4.26,1.32,19.7568,5.6232,2.2857142857142856,3.227272727272727,1.5774647887323945,2.227272727272727,2.46,1.62,8.29,20.69,57.06,4.444862202588512,2.3713287414443407,3.5134443021766963
2,107.4,sandy,5.49,2.73,5.37,1.69,14.9877,9.0753,2.010989010989011,3.1775147928994083,1.0223463687150838,1.6153846153846154,0.1200000000000001,1.04,12.71,8.82,71.87,3.871395097377688,3.0125238588266816,1.651482595616674
1,183.4,clay,5.13,2.29,4.06,1.52,11.7477,6.1712,2.2401746724890828,2.671052631578947,1.2635467980295567,1.506578947368421,1.0700000000000005,0.77,6.9,16.66,56.65,3.4274917943009,2.484190008835878,1.9036330049261083
1,117.7,sandy,6.82,2.57,4.26,1.12,17.5274,4.7712,2.653696498054475,3.803571428571428,1.6009389671361505,2.2946428571428568,2.5600000000000005,1.4499999999999995,7.31,11.38,65.66,4.186573778162759,2.1843076706361675,3.6735831656606304
0,230.8,loamy,4.84,3.79,1.58,0.29,18.3436,0.4582,1.2770448548812663,5.448275862068966,3.0632911392405062,13.06896551724138,3.26,3.5,5.09,19.26,51.88,4.282942913464993,0.6769047200308179,40.034046268005234
2,269.9,loamy,6.43,3.24,5.61,1.95,20.8332,10.9395,1.984567901234568,2.8769230769230774,1.1461675579322637,1.6615384615384616,0.8199999999999994,1.2900000000000005,15.36,8.04,83.22,4.564340039918148,3.3074914965877085,1.904401480872069
0,78.7,loamy,5.36,3.77,1.63,0.32,20.2072,0.5216,1.4217506631299734,5.09375,3.288343558282209,11.78125,3.73,3.45,5.77,20.27,48.0,4.495241928973345,0.7222188034107115,38.740797546012274
1,133.5,sandy,5.65,2.15,5.24,1.47,12.1475,7.7028,2.6279069767441863,3.5646258503401365,1.0782442748091603,1.4625850340136055,0.4100000000000001,0.6799999999999999,10.51,15.92,64.44,3.48532638356869,2.7753918642238613,1.5770239393467311
2,176.1,sandy,6.22,2.29,5.1,1.75,14.2438,8.924999999999999,2.7161572052401746,2.914285714285714,1.219607843137255,1.3085714285714285,1.12,0.54,11.99,11.1,65.03,3.7740959182299534,2.987473849257931,1.595943977591037
1,154.5,loamy,5.65,2.9,4.73,1.09,16.385,5.155700000000001,1.9482758620689655,4.339449541284404,1.1945031712473573,2.660550458715596,0.92,1.81,7.81,14.98,53.88,4.047838929601819,2.270616656329289,3.1780359601993906
0,59.4,loamy,5.3,3.19,1.97,0.34,16.907,0.6698000000000001,1.6614420062695925,5.794117647058823,2.6903553299492384,9.38235294117647,3.33,2.85,4.84,13.85,57.93,4.111812252523211,0.818413098624405,25.24186324275903
2,129.3,loamy,7.08,3.4,4.71,2.25,24.072,10.5975,2.0823529411764707,2.0933333333333333,1.5031847133757965,1.511111111111111,2.37,1.15,12.04,8.89,66.89,4.906322451694344,3.2553801621316056,2.2714791224345365
2,269.6,sandy,5.39,2.32,5.85,1.88,12.504799999999998,10.998,2.3232758620689657,3.1117021276595747,0.9213675213675212,1.2340425531914894,-0.4599999999999999,0.4399999999999999,14.35,10.11,79.4,3.5362126632882247,3.316323265304515,1.13700672849609
2,184.2,loamy,5.93,3.3,5.73,1.79,19.569,10.2567,1.7969696969696969,3.201117318435754,1.0349040139616057,1.8435754189944131,0.1999999999999993,1.5099999999999998,12.57,11.08,65.52,4.423686245655313,3.2026083119857165,1.9079236011582672
2,258.7,clay,6.92,3.43,5.05,2.11,23.7356,10.655499999999998,2.017492711370262,2.393364928909953,1.3702970297029704,1.6255924170616116,1.87,1.3200000000000005,9.35,9.83,73.46,4.871919539565488,3.26427633634164,2.2275444606071986
0,292.5,loamy,5.05,3.14,1.07,0.47,15.857,0.5029,1.60828025477707,2.276595744680851,4.719626168224298,6.680851063829788,3.98,2.67,4.71,26.55,52.9,3.9820848810641896,0.709154426059656,31.531119506860207
1,82.9,sandy,6.08,2.42,4.16,0.89,14.7136,3.7024,2.512396694214876,4.674157303370786,1.4615384615384617,2.7191011235955056,1.92,1.5299999999999998,7.07,19.24,67.0,3.835831070315793,1.924162155328911,3.974070872947277
1,104.4,loamy,6.56,2.87,4.37,1.4,18.8272,6.117999999999999,2.2857142857142856,3.121428571428572,1.5011441647597252,2.0500000000000003,2.1899999999999995,1.4700000000000002,6.92,15.48,72.52,4.339032150145929,2.4734591162984683,3.077345537757437
1,208.4,sandy,5.8,2.04,4.15,0.93,11.832,3.8595000000000006,2.8431372549019605,4.46236559139785,1.397590361445783,2.193548387096774,1.6499999999999997,1.11,7.4,17.05,63.46,3.4397674339989903,1.964561019668262,3.0656820831713945
2,266.4,clay,6.71,3.34,4.94,2.34,22.4114,11.5596,2.008982035928144,2.111111111111112,1.3582995951417005,1.4273504273504274,1.7699999999999996,1.0,11.38,11.45,74.56,4.734068018100289,3.3999411759617253,1.9387695075954183
2,164.6,sandy,5.26,2.6,5.47,1.93,13.676,10.557099999999998,2.023076923076923,2.8341968911917097,0.9616087751371116,1.3471502590673576,-0.2099999999999999,0.6700000000000002,17.89,12.69,82.92,3.6981076241775335,3.2491691245609235,1.2954315105474044
2,193.5,clay,6.77,3.14,5.6,1.67,21.2578,9.352,2.1560509554140124,3.3532934131736525,1.2089285714285714,1.880239520958084,1.17,1.4700000000000002,13.4,11.51,66.45,4.610618179810599,3.058103987767584,2.273075278015398
1,63.0,clay,6.31,3.08,4.47,1.47,19.4348,6.570899999999999,2.0487012987012987,3.0408163265306123,1.4116331096196868,2.095238095238096,1.84,1.61,7.29,18.89,67.67,4.4084918055951965,2.5633766793040773,2.9577074677745823
0,179.3,clay,4.96,3.66,1.66,0.35,18.1536,0.581,1.355191256830601,4.742857142857143,2.987951807228916,10.45714285714286,3.3,3.31,5.22,14.78,47.12,4.260704167153594,0.7622335600063802,31.24543889845095
0,134.4,sandy,5.14,3.24,1.73,0.3,16.6536,0.519,1.5864197530864197,5.766666666666667,2.9710982658959537,10.8,3.41,2.9400000000000004,5.17,20.0,51.36,4.080882257551668,0.720416546173115,32.0878612716763
0,204.9,clay,4.49,4.5,1.2,0.35,20.205,0.42,0.997777777777778,3.428571428571429,3.741666666666667,12.857142857142858,3.29,4.15,4.29,17.89,55.11,4.494997219131509,0.648074069840786,48.10714285714286
0,215.9,loamy,4.99,3.35,1.17,0.38,16.7165,0.4446,1.48955223880597,3.078947368421052,4.264957264957266,8.81578947368421,3.82,2.97,4.51,15.4,54.11,4.088581661163196,0.666783323126786,37.59896536212326
0,211.3,clay,5.13,3.1,1.47,0.44,15.903,0.6468,1.6548387096774193,3.340909090909091,3.489795918367347,7.045454545454546,3.66,2.66,5.42,20.73,50.85,3.9878565671297657,0.804238770515324,24.587198515769945
1,291.4,sandy,6.32,2.46,3.5,1.37,15.5472,4.795,2.569105691056911,2.554744525547445,1.8057142857142856,1.7956204379562042,2.8200000000000003,1.09,6.76,12.09,55.46,3.9429937864521167,2.189748844045819,3.2423774765380604
1,158.7,clay,5.34,3.02,4.33,1.46,16.1268,6.3218,1.7682119205298013,2.9657534246575343,1.233256351039261,2.068493150684932,1.0099999999999998,1.56,5.01,17.61,63.68,4.015818721008208,2.514318993286253,2.550982315163403
2,82.9,sandy,6.57,2.51,6.69,1.76,16.4907,11.7744,2.617529880478088,3.801136363636364,0.9820627802690582,1.4261363636363635,-0.1200000000000001,0.7499999999999998,12.45,10.86,67.5,4.060874290100593,3.4313845602030675,1.400555442315532
1,130.2,loamy,7.24,3.22,4.28,1.58,23.312800000000003,6.7624,2.248447204968944,2.708860759493671,1.6915887850467288,2.037974683544304,2.96,1.64,6.97,13.56,64.16,4.828333045679431,2.6004614975038565,3.447415118892701
0,230.0,clay,4.43,3.35,1.5,0.27,14.8405,0.405,1.3223880597014923,5.555555555555555,2.953333333333333,12.407407407407408,2.93,3.08,5.07,16.79,52.81,3.8523369530714726,0.6363961030678927,36.6432098765432
0,147.4,sandy,5.39,3.81,1.71,0.32,20.5359,0.5472,1.4146981627296586,5.34375,3.152046783625731,11.90625,3.68,3.49,5.63,18.58,50.47,4.531655326699064,0.7397296803562772,37.529057017543856
2,211.5,clay,6.15,3.47,5.54,1.85,21.3405,10.249,1.7723342939481268,2.994594594594594,1.1101083032490977,1.875675675675676,0.6100000000000003,1.62,13.89,8.51,73.53,4.619577902795882,3.201405941145234,2.082203141769929
2,97.9,clay,7.43,3.2,4.29,2.09,23.776,8.966099999999999,2.321875,2.0526315789473686,1.7319347319347318,1.5311004784688995,3.14,1.1100000000000003,9.38,11.83,69.23,4.876063986454649,2.994344669539564,2.6517660967421737
1,68.9,loamy,6.12,2.41,3.37,1.13,14.749200000000002,3.8081,2.5394190871369293,2.9823008849557526,1.8160237388724036,2.132743362831859,2.75,1.2800000000000002,8.48,15.34,52.54,3.840468721393263,1.95143536915779,3.873112575825216
1,88.9,sandy,7.21,2.81,4.75,1.41,20.2601,6.6975,2.565836298932384,3.368794326241135,1.5178947368421052,1.99290780141844,2.46,1.4,10.52,13.73,57.69,4.501122082325695,2.587952858921507,3.0250242627846213
1,231.8,sandy,4.52,2.48,4.39,1.29,11.209599999999998,5.6631,1.8225806451612905,3.4031007751937983,1.029612756264237,1.9224806201550384,0.1299999999999999,1.19,8.87,15.05,63.71,3.348074073254652,2.379726875084618,1.9794105701824083
0,175.2,loamy,4.65,3.33,1.12,0.16,15.484500000000002,0.1792,1.3963963963963966,7.000000000000001,4.151785714285714,20.8125,3.53,3.17,5.02,19.2,43.79,3.935034942665694,0.4233202097703345,86.40904017857143
1,99.9,sandy,5.41,2.26,4.35,1.38,12.2266,6.002999999999999,2.3938053097345136,3.152173913043478,1.2436781609195404,1.6376811594202898,1.0600000000000005,0.8799999999999999,7.5,14.3,59.4,3.49665554494577,2.45010203869145,2.036748292520407
0,235.5,clay,4.48,3.31,1.4,0.27,14.8288,0.378,1.353474320241692,5.185185185185184,3.2000000000000006,12.25925925925926,3.0800000000000005,3.04,4.84,17.14,45.24,3.850818094898797,0.6148170459575759,39.22962962962964
0,299.2,sandy,4.39,2.38,1.43,0.31,10.448199999999998,0.4432999999999999,1.8445378151260503,4.612903225806451,3.06993006993007,7.677419354838709,2.96,2.07,4.52,21.22,49.76,3.2323675533577547,0.6658077800686921,23.56914053688247
